FNO001 Log

{"modes_x": 6, "modes_t": 12, "width": 64, "q_width": 128, "batch_size": 10, "epochs": 300, "learning_rate": 0.001, "scheduler_step": 30, "scheduler_gamma": 0.5, "weight_decay": 0.001, "random_seed": 10}
4754369

Epoch: 0     	 Learning Rate: 1.00e-03 	Train Loss:  1.028e+01                     Validation Loss:  9.801e+00
Epoch: 98    	 Learning Rate: 1.25e-04 	Train Loss:  1.296e-01                     Validation Loss:  1.045e-01
Epoch: 99    	 Learning Rate: 1.25e-04 	Train Loss:  1.134e-01                     Validation Loss:  1.188e-01
Epoch: 100   	 Learning Rate: 1.25e-04 	Train Loss:  1.167e-01                     Validation Loss:  1.188e-01
Epoch: 101   	 Learning Rate: 1.25e-04 	Train Loss:  1.187e-01                     Validation Loss:  1.450e-01
Epoch: 102   	 Learning Rate: 1.25e-04 	Train Loss:  1.130e-01                     Validation Loss:  1.213e-01
Epoch: 103   	 Learning Rate: 1.25e-04 	Train Loss:  1.139e-01                     Validation Loss:  1.070e-01
Epoch: 104   	 Learning Rate: 1.25e-04 	Train Loss:  1.141e-01                     Validation Loss:  1.215e-01
Epoch: 105   	 Learning Rate: 1.25e-04 	Train Loss:  1.257e-01                     Validation Loss:  1.210e-01
Epoch: 106   	 Learning Rate: 1.25e-04 	Train Loss:  1.143e-01                     Validation Loss:  1.196e-01
Epoch: 107   	 Learning Rate: 1.25e-04 	Train Loss:  1.509e-01                     Validation Loss:  1.183e-01
Epoch: 108   	 Learning Rate: 1.25e-04 	Train Loss:  1.131e-01                     Validation Loss:  9.532e-02
Epoch: 109   	 Learning Rate: 1.25e-04 	Train Loss:  1.408e-01                     Validation Loss:  1.193e-01
Epoch: 110   	 Learning Rate: 1.25e-04 	Train Loss:  1.102e-01                     Validation Loss:  1.051e-01
Epoch: 111   	 Learning Rate: 1.25e-04 	Train Loss:  1.153e-01                     Validation Loss:  1.078e-01
Epoch: 112   	 Learning Rate: 1.25e-04 	Train Loss:  1.072e-01                     Validation Loss:  1.058e-01
Epoch: 113   	 Learning Rate: 1.25e-04 	Train Loss:  1.104e-01                     Validation Loss:  1.258e-01
Epoch: 114   	 Learning Rate: 1.25e-04 	Train Loss:  1.190e-01                     Validation Loss:  1.355e-01
Epoch: 115   	 Learning Rate: 1.25e-04 	Train Loss:  1.482e-01                     Validation Loss:  1.068e-01
Epoch: 116   	 Learning Rate: 1.25e-04 	Train Loss:  1.075e-01                     Validation Loss:  9.946e-02
Epoch: 117   	 Learning Rate: 1.25e-04 	Train Loss:  1.395e-01                     Validation Loss:  1.016e-01
Epoch: 118   	 Learning Rate: 1.25e-04 	Train Loss:  1.373e-01                     Validation Loss:  1.176e-01
Epoch: 119   	 Learning Rate: 6.25e-05 	Train Loss:  1.270e-01                     Validation Loss:  9.028e-02
Epoch: 120   	 Learning Rate: 6.25e-05 	Train Loss:  9.216e-02                     Validation Loss:  1.226e-01
Epoch: 121   	 Learning Rate: 6.25e-05 	Train Loss:  8.768e-02                     Validation Loss:  9.537e-02
Epoch: 122   	 Learning Rate: 6.25e-05 	Train Loss:  9.028e-02                     Validation Loss:  1.059e-01
Epoch: 123   	 Learning Rate: 6.25e-05 	Train Loss:  8.168e-02                     Validation Loss:  9.680e-02
Epoch: 124   	 Learning Rate: 6.25e-05 	Train Loss:  9.012e-02                     Validation Loss:  9.024e-02
Epoch: 125   	 Learning Rate: 6.25e-05 	Train Loss:  7.846e-02                     Validation Loss:  1.098e-01
Epoch: 126   	 Learning Rate: 6.25e-05 	Train Loss:  9.509e-02                     Validation Loss:  9.412e-02
Epoch: 127   	 Learning Rate: 6.25e-05 	Train Loss:  8.413e-02                     Validation Loss:  9.463e-02
Epoch: 128   	 Learning Rate: 6.25e-05 	Train Loss:  8.470e-02                     Validation Loss:  1.052e-01
Epoch: 129   	 Learning Rate: 6.25e-05 	Train Loss:  8.162e-02                     Validation Loss:  8.539e-02
Epoch: 130   	 Learning Rate: 6.25e-05 	Train Loss:  7.932e-02                     Validation Loss:  9.633e-02
Epoch: 131   	 Learning Rate: 6.25e-05 	Train Loss:  7.601e-02                     Validation Loss:  1.133e-01
Epoch: 132   	 Learning Rate: 6.25e-05 	Train Loss:  8.074e-02                     Validation Loss:  1.046e-01
Epoch: 133   	 Learning Rate: 6.25e-05 	Train Loss:  8.479e-02                     Validation Loss:  6.993e-02
Epoch: 134   	 Learning Rate: 6.25e-05 	Train Loss:  7.475e-02                     Validation Loss:  1.192e-01
Epoch: 135   	 Learning Rate: 6.25e-05 	Train Loss:  9.077e-02                     Validation Loss:  8.997e-02
Epoch: 136   	 Learning Rate: 6.25e-05 	Train Loss:  7.940e-02                     Validation Loss:  8.832e-02
Epoch: 137   	 Learning Rate: 6.25e-05 	Train Loss:  8.094e-02                     Validation Loss:  8.216e-02
Epoch: 138   	 Learning Rate: 6.25e-05 	Train Loss:  6.986e-02                     Validation Loss:  8.646e-02
Epoch: 139   	 Learning Rate: 6.25e-05 	Train Loss:  8.388e-02                     Validation Loss:  8.607e-02
Epoch: 140   	 Learning Rate: 6.25e-05 	Train Loss:  8.823e-02                     Validation Loss:  1.056e-01
Epoch: 141   	 Learning Rate: 6.25e-05 	Train Loss:  7.682e-02                     Validation Loss:  8.314e-02
Epoch: 142   	 Learning Rate: 6.25e-05 	Train Loss:  7.634e-02                     Validation Loss:  9.534e-02
Epoch: 143   	 Learning Rate: 6.25e-05 	Train Loss:  7.854e-02                     Validation Loss:  1.198e-01
Epoch: 144   	 Learning Rate: 6.25e-05 	Train Loss:  7.651e-02                     Validation Loss:  1.013e-01
Epoch: 145   	 Learning Rate: 6.25e-05 	Train Loss:  9.276e-02                     Validation Loss:  1.152e-01
Epoch: 146   	 Learning Rate: 6.25e-05 	Train Loss:  8.023e-02                     Validation Loss:  8.870e-02
Epoch: 147   	 Learning Rate: 6.25e-05 	Train Loss:  8.751e-02                     Validation Loss:  1.020e-01
Epoch: 148   	 Learning Rate: 6.25e-05 	Train Loss:  8.079e-02                     Validation Loss:  1.020e-01
Epoch: 149   	 Learning Rate: 3.13e-05 	Train Loss:  7.652e-02                     Validation Loss:  9.348e-02
Epoch: 150   	 Learning Rate: 3.13e-05 	Train Loss:  6.245e-02                     Validation Loss:  8.231e-02
Epoch: 151   	 Learning Rate: 3.13e-05 	Train Loss:  6.565e-02                     Validation Loss:  7.882e-02
Epoch: 152   	 Learning Rate: 3.13e-05 	Train Loss:  6.222e-02                     Validation Loss:  8.434e-02
Epoch: 153   	 Learning Rate: 3.13e-05 	Train Loss:  6.621e-02                     Validation Loss:  7.942e-02
Epoch: 154   	 Learning Rate: 3.13e-05 	Train Loss:  6.998e-02                     Validation Loss:  7.268e-02
Epoch: 155   	 Learning Rate: 3.13e-05 	Train Loss:  6.344e-02                     Validation Loss:  8.287e-02
Epoch: 156   	 Learning Rate: 3.13e-05 	Train Loss:  6.129e-02                     Validation Loss:  8.062e-02
Epoch: 157   	 Learning Rate: 3.13e-05 	Train Loss:  7.179e-02                     Validation Loss:  8.896e-02
Epoch: 158   	 Learning Rate: 3.13e-05 	Train Loss:  6.272e-02                     Validation Loss:  8.728e-02
Epoch: 159   	 Learning Rate: 3.13e-05 	Train Loss:  6.367e-02                     Validation Loss:  6.656e-02
Epoch: 160   	 Learning Rate: 3.13e-05 	Train Loss:  6.769e-02                     Validation Loss:  7.500e-02
Epoch: 161   	 Learning Rate: 3.13e-05 	Train Loss:  6.381e-02                     Validation Loss:  9.697e-02
Epoch: 162   	 Learning Rate: 3.13e-05 	Train Loss:  6.338e-02                     Validation Loss:  9.437e-02
Epoch: 163   	 Learning Rate: 3.13e-05 	Train Loss:  6.482e-02                     Validation Loss:  7.537e-02
Epoch: 164   	 Learning Rate: 3.13e-05 	Train Loss:  5.758e-02                     Validation Loss:  8.041e-02
Epoch: 165   	 Learning Rate: 3.13e-05 	Train Loss:  6.635e-02                     Validation Loss:  8.757e-02
Epoch: 166   	 Learning Rate: 3.13e-05 	Train Loss:  6.576e-02                     Validation Loss:  8.233e-02
Epoch: 167   	 Learning Rate: 3.13e-05 	Train Loss:  6.359e-02                     Validation Loss:  8.549e-02
Epoch: 168   	 Learning Rate: 3.13e-05 	Train Loss:  6.701e-02                     Validation Loss:  8.407e-02
Epoch: 169   	 Learning Rate: 3.13e-05 	Train Loss:  6.768e-02                     Validation Loss:  7.454e-02
Epoch: 170   	 Learning Rate: 3.13e-05 	Train Loss:  6.354e-02                     Validation Loss:  5.862e-02
Epoch: 171   	 Learning Rate: 3.13e-05 	Train Loss:  6.463e-02                     Validation Loss:  1.375e-01
Epoch: 172   	 Learning Rate: 3.13e-05 	Train Loss:  6.424e-02                     Validation Loss:  7.935e-02
Epoch: 173   	 Learning Rate: 3.13e-05 	Train Loss:  6.108e-02                     Validation Loss:  8.079e-02
Epoch: 174   	 Learning Rate: 3.13e-05 	Train Loss:  6.434e-02                     Validation Loss:  8.886e-02
Epoch: 175   	 Learning Rate: 3.13e-05 	Train Loss:  7.368e-02                     Validation Loss:  7.374e-02
Epoch: 176   	 Learning Rate: 3.13e-05 	Train Loss:  6.077e-02                     Validation Loss:  9.884e-02
Epoch: 177   	 Learning Rate: 3.13e-05 	Train Loss:  6.044e-02                     Validation Loss:  7.046e-02
Epoch: 178   	 Learning Rate: 3.13e-05 	Train Loss:  6.226e-02                     Validation Loss:  6.287e-02
Epoch: 179   	 Learning Rate: 1.56e-05 	Train Loss:  6.528e-02                     Validation Loss:  9.722e-02
Epoch: 180   	 Learning Rate: 1.56e-05 	Train Loss:  5.769e-02                     Validation Loss:  6.917e-02
Epoch: 181   	 Learning Rate: 1.56e-05 	Train Loss:  5.367e-02                     Validation Loss:  8.564e-02
Epoch: 182   	 Learning Rate: 1.56e-05 	Train Loss:  5.511e-02                     Validation Loss:  7.455e-02
Epoch: 183   	 Learning Rate: 1.56e-05 	Train Loss:  5.485e-02                     Validation Loss:  8.257e-02
Epoch: 184   	 Learning Rate: 1.56e-05 	Train Loss:  5.720e-02                     Validation Loss:  9.583e-02
Epoch: 185   	 Learning Rate: 1.56e-05 	Train Loss:  5.638e-02                     Validation Loss:  7.492e-02
Epoch: 186   	 Learning Rate: 1.56e-05 	Train Loss:  5.676e-02                     Validation Loss:  7.022e-02
Epoch: 187   	 Learning Rate: 1.56e-05 	Train Loss:  5.529e-02                     Validation Loss:  6.295e-02
Epoch: 188   	 Learning Rate: 1.56e-05 	Train Loss:  5.679e-02                     Validation Loss:  9.306e-02
Epoch: 189   	 Learning Rate: 1.56e-05 	Train Loss:  5.800e-02                     Validation Loss:  1.065e-01
Epoch: 190   	 Learning Rate: 1.56e-05 	Train Loss:  5.590e-02                     Validation Loss:  6.638e-02
Epoch: 191   	 Learning Rate: 1.56e-05 	Train Loss:  5.352e-02                     Validation Loss:  9.102e-02
Epoch: 192   	 Learning Rate: 1.56e-05 	Train Loss:  5.515e-02                     Validation Loss:  7.681e-02
Epoch: 193   	 Learning Rate: 1.56e-05 	Train Loss:  5.357e-02                     Validation Loss:  6.106e-02
Epoch: 194   	 Learning Rate: 1.56e-05 	Train Loss:  5.762e-02                     Validation Loss:  8.217e-02
Epoch: 195   	 Learning Rate: 1.56e-05 	Train Loss:  5.707e-02                     Validation Loss:  6.461e-02
Epoch: 196   	 Learning Rate: 1.56e-05 	Train Loss:  5.821e-02                     Validation Loss:  1.189e-01
Epoch: 197   	 Learning Rate: 1.56e-05 	Train Loss:  5.362e-02                     Validation Loss:  8.187e-02
Epoch: 198   	 Learning Rate: 1.56e-05 	Train Loss:  5.503e-02                     Validation Loss:  6.788e-02
Epoch: 199   	 Learning Rate: 1.56e-05 	Train Loss:  5.794e-02                     Validation Loss:  8.543e-02
Epoch: 200   	 Learning Rate: 1.56e-05 	Train Loss:  5.538e-02                     Validation Loss:  1.113e-01
Epoch: 201   	 Learning Rate: 1.56e-05 	Train Loss:  5.516e-02                     Validation Loss:  8.271e-02
Epoch: 202   	 Learning Rate: 1.56e-05 	Train Loss:  5.463e-02                     Validation Loss:  1.019e-01
Epoch: 203   	 Learning Rate: 1.56e-05 	Train Loss:  5.537e-02                     Validation Loss:  7.214e-02
Epoch: 204   	 Learning Rate: 1.56e-05 	Train Loss:  5.155e-02                     Validation Loss:  8.062e-02
Epoch: 205   	 Learning Rate: 1.56e-05 	Train Loss:  5.678e-02                     Validation Loss:  8.634e-02
Epoch: 206   	 Learning Rate: 1.56e-05 	Train Loss:  5.519e-02                     Validation Loss:  8.517e-02
Epoch: 207   	 Learning Rate: 1.56e-05 	Train Loss:  5.693e-02                     Validation Loss:  1.444e-01
Epoch: 208   	 Learning Rate: 1.56e-05 	Train Loss:  5.552e-02                     Validation Loss:  8.068e-02
Epoch: 209   	 Learning Rate: 7.81e-06 	Train Loss:  5.529e-02                     Validation Loss:  6.733e-02
Epoch: 210   	 Learning Rate: 7.81e-06 	Train Loss:  5.308e-02                     Validation Loss:  8.162e-02
Epoch: 211   	 Learning Rate: 7.81e-06 	Train Loss:  5.286e-02                     Validation Loss:  7.123e-02
Epoch: 212   	 Learning Rate: 7.81e-06 	Train Loss:  5.147e-02                     Validation Loss:  1.117e-01
Epoch: 213   	 Learning Rate: 7.81e-06 	Train Loss:  5.039e-02                     Validation Loss:  8.240e-02
Epoch: 214   	 Learning Rate: 7.81e-06 	Train Loss:  5.230e-02                     Validation Loss:  7.338e-02
Epoch: 215   	 Learning Rate: 7.81e-06 	Train Loss:  5.305e-02                     Validation Loss:  7.165e-02
Epoch: 216   	 Learning Rate: 7.81e-06 	Train Loss:  5.114e-02                     Validation Loss:  6.998e-02
Epoch: 217   	 Learning Rate: 7.81e-06 	Train Loss:  5.127e-02                     Validation Loss:  9.659e-02
Epoch: 218   	 Learning Rate: 7.81e-06 	Train Loss:  5.138e-02                     Validation Loss:  9.598e-02
Epoch: 219   	 Learning Rate: 7.81e-06 	Train Loss:  5.193e-02                     Validation Loss:  6.554e-02
Epoch: 220   	 Learning Rate: 7.81e-06 	Train Loss:  6.633e-02                     Validation Loss:  7.047e-02
Epoch: 221   	 Learning Rate: 7.81e-06 	Train Loss:  5.326e-02                     Validation Loss:  8.563e-02
Epoch: 222   	 Learning Rate: 7.81e-06 	Train Loss:  5.467e-02                     Validation Loss:  7.791e-02
Epoch: 223   	 Learning Rate: 7.81e-06 	Train Loss:  5.054e-02                     Validation Loss:  7.519e-02
Epoch: 224   	 Learning Rate: 7.81e-06 	Train Loss:  5.293e-02                     Validation Loss:  6.333e-02
Epoch: 225   	 Learning Rate: 7.81e-06 	Train Loss:  5.244e-02                     Validation Loss:  7.328e-02
Epoch: 226   	 Learning Rate: 7.81e-06 	Train Loss:  5.274e-02                     Validation Loss:  1.007e-01
Epoch: 227   	 Learning Rate: 7.81e-06 	Train Loss:  5.170e-02                     Validation Loss:  6.343e-02
Epoch: 228   	 Learning Rate: 7.81e-06 	Train Loss:  5.176e-02                     Validation Loss:  8.846e-02
Epoch: 229   	 Learning Rate: 7.81e-06 	Train Loss:  5.127e-02                     Validation Loss:  7.071e-02
Epoch: 230   	 Learning Rate: 7.81e-06 	Train Loss:  4.960e-02                     Validation Loss:  6.933e-02
Epoch: 231   	 Learning Rate: 7.81e-06 	Train Loss:  5.012e-02                     Validation Loss:  9.085e-02
Epoch: 232   	 Learning Rate: 7.81e-06 	Train Loss:  5.342e-02                     Validation Loss:  9.522e-02
Epoch: 233   	 Learning Rate: 7.81e-06 	Train Loss:  5.255e-02                     Validation Loss:  7.642e-02
Epoch: 234   	 Learning Rate: 7.81e-06 	Train Loss:  5.300e-02                     Validation Loss:  7.400e-02
Epoch: 235   	 Learning Rate: 7.81e-06 	Train Loss:  5.596e-02                     Validation Loss:  6.720e-02
Epoch: 236   	 Learning Rate: 7.81e-06 	Train Loss:  5.309e-02                     Validation Loss:  6.588e-02
Epoch: 237   	 Learning Rate: 7.81e-06 	Train Loss:  5.222e-02                     Validation Loss:  1.354e-01
Epoch: 238   	 Learning Rate: 7.81e-06 	Train Loss:  5.141e-02                     Validation Loss:  5.784e-02
Epoch: 239   	 Learning Rate: 3.91e-06 	Train Loss:  5.165e-02                     Validation Loss:  8.146e-02
Epoch: 240   	 Learning Rate: 3.91e-06 	Train Loss:  5.022e-02                     Validation Loss:  9.057e-02
Epoch: 241   	 Learning Rate: 3.91e-06 	Train Loss:  4.957e-02                     Validation Loss:  9.058e-02
Epoch: 242   	 Learning Rate: 3.91e-06 	Train Loss:  5.120e-02                     Validation Loss:  8.236e-02
Epoch: 243   	 Learning Rate: 3.91e-06 	Train Loss:  4.956e-02                     Validation Loss:  8.567e-02
