Baseline001 Log

{"modes_x": 6, "modes_t": 12, "width": 64, "q_width": 128, "batch_size": 10, "epochs": 300, "learning_rate": 0.001, "scheduler_step": 30, "scheduler_gamma": 0.5, "weight_decay": 0.001, "random_seed": 10}
4754369

Epoch: 0     	 Learning Rate: 1.00e-03 	Train Loss:  9.859e+00                     Validation Loss:  7.900e+00
Epoch: 27    	 Learning Rate: 1.00e-03 	Train Loss:  1.371e+00                     Validation Loss:  1.296e+00
Epoch: 28    	 Learning Rate: 1.00e-03 	Train Loss:  1.455e+00                     Validation Loss:  2.599e+00
Epoch: 29    	 Learning Rate: 5.00e-04 	Train Loss:  1.418e+00                     Validation Loss:  9.915e+00
Epoch: 30    	 Learning Rate: 5.00e-04 	Train Loss:  9.178e-01                     Validation Loss:  7.351e+00
Epoch: 31    	 Learning Rate: 5.00e-04 	Train Loss:  8.744e-01                     Validation Loss:  1.525e+00
Epoch: 32    	 Learning Rate: 5.00e-04 	Train Loss:  8.886e-01                     Validation Loss:  4.193e+00
Epoch: 33    	 Learning Rate: 5.00e-04 	Train Loss:  8.153e-01                     Validation Loss:  7.820e-01
Epoch: 34    	 Learning Rate: 5.00e-04 	Train Loss:  8.763e-01                     Validation Loss:  1.469e+00
Epoch: 35    	 Learning Rate: 5.00e-04 	Train Loss:  1.216e+00                     Validation Loss:  7.651e-01
Epoch: 36    	 Learning Rate: 5.00e-04 	Train Loss:  8.948e-01                     Validation Loss:  1.643e+00
Epoch: 37    	 Learning Rate: 5.00e-04 	Train Loss:  7.538e-01                     Validation Loss:  9.045e-01
Epoch: 38    	 Learning Rate: 5.00e-04 	Train Loss:  8.844e-01                     Validation Loss:  8.428e-01
Epoch: 39    	 Learning Rate: 5.00e-04 	Train Loss:  8.282e-01                     Validation Loss:  4.604e+00
Epoch: 40    	 Learning Rate: 5.00e-04 	Train Loss:  8.356e-01                     Validation Loss:  1.381e+00
Epoch: 41    	 Learning Rate: 5.00e-04 	Train Loss:  8.550e-01                     Validation Loss:  8.892e-01
Epoch: 42    	 Learning Rate: 5.00e-04 	Train Loss:  7.582e-01                     Validation Loss:  1.641e+00
Epoch: 43    	 Learning Rate: 5.00e-04 	Train Loss:  7.773e-01                     Validation Loss:  9.409e-01
Epoch: 44    	 Learning Rate: 5.00e-04 	Train Loss:  8.061e-01                     Validation Loss:  1.065e+00
Epoch: 45    	 Learning Rate: 5.00e-04 	Train Loss:  1.068e+00                     Validation Loss:  2.035e+00
Epoch: 46    	 Learning Rate: 5.00e-04 	Train Loss:  8.829e-01                     Validation Loss:  9.543e-01
Epoch: 47    	 Learning Rate: 5.00e-04 	Train Loss:  7.688e-01                     Validation Loss:  1.691e+00
Epoch: 48    	 Learning Rate: 5.00e-04 	Train Loss:  7.112e-01                     Validation Loss:  6.893e-01
Epoch: 49    	 Learning Rate: 5.00e-04 	Train Loss:  8.753e-01                     Validation Loss:  1.495e+01
Epoch: 50    	 Learning Rate: 5.00e-04 	Train Loss:  7.324e-01                     Validation Loss:  7.112e-01
Epoch: 51    	 Learning Rate: 5.00e-04 	Train Loss:  7.048e-01                     Validation Loss:  5.756e-01
Epoch: 52    	 Learning Rate: 5.00e-04 	Train Loss:  6.953e-01                     Validation Loss:  1.088e+00
Epoch: 53    	 Learning Rate: 5.00e-04 	Train Loss:  7.211e-01                     Validation Loss:  8.819e-01
Epoch: 54    	 Learning Rate: 5.00e-04 	Train Loss:  7.599e-01                     Validation Loss:  1.528e+00
Epoch: 55    	 Learning Rate: 5.00e-04 	Train Loss:  9.340e-01                     Validation Loss:  1.372e+00
Epoch: 56    	 Learning Rate: 5.00e-04 	Train Loss:  7.133e-01                     Validation Loss:  5.146e-01
Epoch: 57    	 Learning Rate: 5.00e-04 	Train Loss:  7.956e-01                     Validation Loss:  7.150e-01
Epoch: 58    	 Learning Rate: 5.00e-04 	Train Loss:  6.877e-01                     Validation Loss:  1.169e+00
Epoch: 59    	 Learning Rate: 2.50e-04 	Train Loss:  7.520e-01                     Validation Loss:  8.781e-01
Epoch: 60    	 Learning Rate: 2.50e-04 	Train Loss:  5.031e-01                     Validation Loss:  5.143e-01
Epoch: 61    	 Learning Rate: 2.50e-04 	Train Loss:  5.326e-01                     Validation Loss:  7.090e-01
Epoch: 62    	 Learning Rate: 2.50e-04 	Train Loss:  5.382e-01                     Validation Loss:  1.173e+00
Epoch: 63    	 Learning Rate: 2.50e-04 	Train Loss:  5.833e-01                     Validation Loss:  4.850e-01
Epoch: 64    	 Learning Rate: 2.50e-04 	Train Loss:  5.164e-01                     Validation Loss:  5.767e-01
Epoch: 65    	 Learning Rate: 2.50e-04 	Train Loss:  5.174e-01                     Validation Loss:  8.898e-01
Epoch: 66    	 Learning Rate: 2.50e-04 	Train Loss:  5.149e-01                     Validation Loss:  5.897e-01
Epoch: 67    	 Learning Rate: 2.50e-04 	Train Loss:  5.328e-01                     Validation Loss:  5.483e-01
Epoch: 68    	 Learning Rate: 2.50e-04 	Train Loss:  4.966e-01                     Validation Loss:  5.097e-01
Epoch: 69    	 Learning Rate: 2.50e-04 	Train Loss:  5.097e-01                     Validation Loss:  7.211e-01
Epoch: 70    	 Learning Rate: 2.50e-04 	Train Loss:  5.212e-01                     Validation Loss:  7.477e-01
Epoch: 71    	 Learning Rate: 2.50e-04 	Train Loss:  5.128e-01                     Validation Loss:  9.289e-01
Epoch: 72    	 Learning Rate: 2.50e-04 	Train Loss:  5.719e-01                     Validation Loss:  7.379e-01
Epoch: 73    	 Learning Rate: 2.50e-04 	Train Loss:  5.815e-01                     Validation Loss:  1.013e+00
Epoch: 74    	 Learning Rate: 2.50e-04 	Train Loss:  5.449e-01                     Validation Loss:  1.130e+00
Epoch: 75    	 Learning Rate: 2.50e-04 	Train Loss:  5.243e-01                     Validation Loss:  7.781e-01
Epoch: 76    	 Learning Rate: 2.50e-04 	Train Loss:  5.366e-01                     Validation Loss:  5.585e-01
Epoch: 77    	 Learning Rate: 2.50e-04 	Train Loss:  5.244e-01                     Validation Loss:  5.056e-01
Epoch: 78    	 Learning Rate: 2.50e-04 	Train Loss:  5.797e-01                     Validation Loss:  5.911e-01
Epoch: 79    	 Learning Rate: 2.50e-04 	Train Loss:  5.240e-01                     Validation Loss:  6.281e-01
Epoch: 80    	 Learning Rate: 2.50e-04 	Train Loss:  5.145e-01                     Validation Loss:  7.328e-01
Epoch: 81    	 Learning Rate: 2.50e-04 	Train Loss:  5.002e-01                     Validation Loss:  5.735e-01
Epoch: 82    	 Learning Rate: 2.50e-04 	Train Loss:  5.095e-01                     Validation Loss:  8.011e-01
Epoch: 83    	 Learning Rate: 2.50e-04 	Train Loss:  5.029e-01                     Validation Loss:  1.033e+00
Epoch: 84    	 Learning Rate: 2.50e-04 	Train Loss:  5.283e-01                     Validation Loss:  5.528e-01
Epoch: 85    	 Learning Rate: 2.50e-04 	Train Loss:  5.277e-01                     Validation Loss:  3.540e+00
Epoch: 86    	 Learning Rate: 2.50e-04 	Train Loss:  5.445e-01                     Validation Loss:  2.114e+00
Epoch: 87    	 Learning Rate: 2.50e-04 	Train Loss:  5.857e-01                     Validation Loss:  6.286e-01
Epoch: 88    	 Learning Rate: 2.50e-04 	Train Loss:  6.089e-01                     Validation Loss:  7.075e-01
Epoch: 89    	 Learning Rate: 1.25e-04 	Train Loss:  5.167e-01                     Validation Loss:  9.025e-01
Epoch: 90    	 Learning Rate: 1.25e-04 	Train Loss:  4.949e-01                     Validation Loss:  6.833e-01
Epoch: 91    	 Learning Rate: 1.25e-04 	Train Loss:  4.416e-01                     Validation Loss:  4.887e-01
Epoch: 92    	 Learning Rate: 1.25e-04 	Train Loss:  4.470e-01                     Validation Loss:  5.972e-01
Epoch: 93    	 Learning Rate: 1.25e-04 	Train Loss:  4.338e-01                     Validation Loss:  4.823e-01
Epoch: 94    	 Learning Rate: 1.25e-04 	Train Loss:  4.351e-01                     Validation Loss:  6.609e-01
Epoch: 95    	 Learning Rate: 1.25e-04 	Train Loss:  4.285e-01                     Validation Loss:  4.900e-01
Epoch: 96    	 Learning Rate: 1.25e-04 	Train Loss:  4.405e-01                     Validation Loss:  5.087e-01
Epoch: 97    	 Learning Rate: 1.25e-04 	Train Loss:  4.395e-01                     Validation Loss:  6.531e-01
Epoch: 98    	 Learning Rate: 1.25e-04 	Train Loss:  4.355e-01                     Validation Loss:  1.267e+00
Epoch: 99    	 Learning Rate: 1.25e-04 	Train Loss:  4.423e-01                     Validation Loss:  9.944e-01
Epoch: 100   	 Learning Rate: 1.25e-04 	Train Loss:  4.536e-01                     Validation Loss:  4.742e-01
Epoch: 101   	 Learning Rate: 1.25e-04 	Train Loss:  4.682e-01                     Validation Loss:  5.636e-01
Epoch: 102   	 Learning Rate: 1.25e-04 	Train Loss:  4.477e-01                     Validation Loss:  6.727e-01
Epoch: 103   	 Learning Rate: 1.25e-04 	Train Loss:  4.496e-01                     Validation Loss:  6.935e-01
Epoch: 104   	 Learning Rate: 1.25e-04 	Train Loss:  4.329e-01                     Validation Loss:  6.143e-01
Epoch: 105   	 Learning Rate: 1.25e-04 	Train Loss:  4.396e-01                     Validation Loss:  5.537e-01
Epoch: 106   	 Learning Rate: 1.25e-04 	Train Loss:  4.440e-01                     Validation Loss:  4.304e-01
Epoch: 107   	 Learning Rate: 1.25e-04 	Train Loss:  4.455e-01                     Validation Loss:  7.539e-01
Epoch: 108   	 Learning Rate: 1.25e-04 	Train Loss:  4.330e-01                     Validation Loss:  4.592e-01
Epoch: 109   	 Learning Rate: 1.25e-04 	Train Loss:  4.406e-01                     Validation Loss:  7.257e-01
Epoch: 110   	 Learning Rate: 1.25e-04 	Train Loss:  4.281e-01                     Validation Loss:  5.606e-01
Epoch: 111   	 Learning Rate: 1.25e-04 	Train Loss:  4.469e-01                     Validation Loss:  8.527e-01
Epoch: 112   	 Learning Rate: 1.25e-04 	Train Loss:  4.756e-01                     Validation Loss:  2.517e+00
Epoch: 113   	 Learning Rate: 1.25e-04 	Train Loss:  4.300e-01                     Validation Loss:  1.707e+00
Epoch: 114   	 Learning Rate: 1.25e-04 	Train Loss:  4.267e-01                     Validation Loss:  4.815e-01
Epoch: 115   	 Learning Rate: 1.25e-04 	Train Loss:  4.530e-01                     Validation Loss:  4.763e-01
Epoch: 116   	 Learning Rate: 1.25e-04 	Train Loss:  4.156e-01                     Validation Loss:  1.042e+00
Epoch: 117   	 Learning Rate: 1.25e-04 	Train Loss:  4.104e-01                     Validation Loss:  7.297e-01
Epoch: 118   	 Learning Rate: 1.25e-04 	Train Loss:  4.543e-01                     Validation Loss:  5.793e-01
Epoch: 119   	 Learning Rate: 6.25e-05 	Train Loss:  4.350e-01                     Validation Loss:  7.839e-01
Epoch: 120   	 Learning Rate: 6.25e-05 	Train Loss:  3.910e-01                     Validation Loss:  4.831e-01
Epoch: 121   	 Learning Rate: 6.25e-05 	Train Loss:  3.875e-01                     Validation Loss:  6.070e-01
Epoch: 122   	 Learning Rate: 6.25e-05 	Train Loss:  3.913e-01                     Validation Loss:  4.514e-01
Epoch: 123   	 Learning Rate: 6.25e-05 	Train Loss:  3.878e-01                     Validation Loss:  5.199e-01
Epoch: 124   	 Learning Rate: 6.25e-05 	Train Loss:  4.008e-01                     Validation Loss:  6.685e-01
Epoch: 125   	 Learning Rate: 6.25e-05 	Train Loss:  3.916e-01                     Validation Loss:  6.014e-01
Epoch: 126   	 Learning Rate: 6.25e-05 	Train Loss:  3.877e-01                     Validation Loss:  4.375e-01
Epoch: 127   	 Learning Rate: 6.25e-05 	Train Loss:  3.834e-01                     Validation Loss:  8.207e-01
Epoch: 128   	 Learning Rate: 6.25e-05 	Train Loss:  3.895e-01                     Validation Loss:  5.137e-01
Epoch: 129   	 Learning Rate: 6.25e-05 	Train Loss:  3.912e-01                     Validation Loss:  4.752e-01
Epoch: 130   	 Learning Rate: 6.25e-05 	Train Loss:  3.874e-01                     Validation Loss:  4.406e-01
Epoch: 131   	 Learning Rate: 6.25e-05 	Train Loss:  3.841e-01                     Validation Loss:  6.612e-01
Epoch: 132   	 Learning Rate: 6.25e-05 	Train Loss:  3.856e-01                     Validation Loss:  4.872e-01
Epoch: 133   	 Learning Rate: 6.25e-05 	Train Loss:  3.790e-01                     Validation Loss:  3.999e-01
Epoch: 134   	 Learning Rate: 6.25e-05 	Train Loss:  3.824e-01                     Validation Loss:  7.237e-01
Epoch: 135   	 Learning Rate: 6.25e-05 	Train Loss:  3.803e-01                     Validation Loss:  5.040e-01
Epoch: 136   	 Learning Rate: 6.25e-05 	Train Loss:  3.771e-01                     Validation Loss:  3.816e-01
Epoch: 137   	 Learning Rate: 6.25e-05 	Train Loss:  3.769e-01                     Validation Loss:  3.961e-01
Epoch: 138   	 Learning Rate: 6.25e-05 	Train Loss:  3.810e-01                     Validation Loss:  4.506e-01
Epoch: 139   	 Learning Rate: 6.25e-05 	Train Loss:  3.772e-01                     Validation Loss:  4.993e-01
Epoch: 140   	 Learning Rate: 6.25e-05 	Train Loss:  3.749e-01                     Validation Loss:  4.460e-01
Epoch: 141   	 Learning Rate: 6.25e-05 	Train Loss:  3.665e-01                     Validation Loss:  3.756e-01
Epoch: 142   	 Learning Rate: 6.25e-05 	Train Loss:  3.708e-01                     Validation Loss:  3.940e-01
Epoch: 143   	 Learning Rate: 6.25e-05 	Train Loss:  3.694e-01                     Validation Loss:  4.459e-01
Epoch: 144   	 Learning Rate: 6.25e-05 	Train Loss:  3.684e-01                     Validation Loss:  4.606e-01
Epoch: 145   	 Learning Rate: 6.25e-05 	Train Loss:  3.786e-01                     Validation Loss:  4.117e-01
Epoch: 146   	 Learning Rate: 6.25e-05 	Train Loss:  3.707e-01                     Validation Loss:  6.302e-01
Epoch: 147   	 Learning Rate: 6.25e-05 	Train Loss:  3.695e-01                     Validation Loss:  4.152e-01
Epoch: 148   	 Learning Rate: 6.25e-05 	Train Loss:  3.714e-01                     Validation Loss:  3.936e-01
Epoch: 149   	 Learning Rate: 3.13e-05 	Train Loss:  3.687e-01                     Validation Loss:  4.410e-01
Epoch: 150   	 Learning Rate: 3.13e-05 	Train Loss:  3.535e-01                     Validation Loss:  3.850e-01
Epoch: 151   	 Learning Rate: 3.13e-05 	Train Loss:  3.538e-01                     Validation Loss:  3.671e-01
Epoch: 152   	 Learning Rate: 3.13e-05 	Train Loss:  3.523e-01                     Validation Loss:  3.651e-01
Epoch: 153   	 Learning Rate: 3.13e-05 	Train Loss:  3.551e-01                     Validation Loss:  3.716e-01
Epoch: 154   	 Learning Rate: 3.13e-05 	Train Loss:  3.527e-01                     Validation Loss:  3.719e-01
Epoch: 155   	 Learning Rate: 3.13e-05 	Train Loss:  3.520e-01                     Validation Loss:  4.097e-01
Epoch: 156   	 Learning Rate: 3.13e-05 	Train Loss:  3.503e-01                     Validation Loss:  3.579e-01
Epoch: 157   	 Learning Rate: 3.13e-05 	Train Loss:  3.502e-01                     Validation Loss:  3.663e-01
Epoch: 158   	 Learning Rate: 3.13e-05 	Train Loss:  3.493e-01                     Validation Loss:  3.470e-01
Epoch: 159   	 Learning Rate: 3.13e-05 	Train Loss:  3.495e-01                     Validation Loss:  4.049e-01
Epoch: 160   	 Learning Rate: 3.13e-05 	Train Loss:  3.473e-01                     Validation Loss:  3.574e-01
Epoch: 161   	 Learning Rate: 3.13e-05 	Train Loss:  3.448e-01                     Validation Loss:  3.637e-01
Epoch: 162   	 Learning Rate: 3.13e-05 	Train Loss:  3.449e-01                     Validation Loss:  3.478e-01
Epoch: 163   	 Learning Rate: 3.13e-05 	Train Loss:  3.443e-01                     Validation Loss:  3.866e-01
Epoch: 164   	 Learning Rate: 3.13e-05 	Train Loss:  3.459e-01                     Validation Loss:  3.376e-01
Epoch: 165   	 Learning Rate: 3.13e-05 	Train Loss:  3.464e-01                     Validation Loss:  4.002e-01
Epoch: 166   	 Learning Rate: 3.13e-05 	Train Loss:  3.441e-01                     Validation Loss:  3.546e-01
Epoch: 167   	 Learning Rate: 3.13e-05 	Train Loss:  3.452e-01                     Validation Loss:  4.071e-01
Epoch: 168   	 Learning Rate: 3.13e-05 	Train Loss:  3.448e-01                     Validation Loss:  3.802e-01
Epoch: 169   	 Learning Rate: 3.13e-05 	Train Loss:  3.421e-01                     Validation Loss:  3.591e-01
Epoch: 170   	 Learning Rate: 3.13e-05 	Train Loss:  3.391e-01                     Validation Loss:  3.444e-01
Epoch: 171   	 Learning Rate: 3.13e-05 	Train Loss:  3.367e-01                     Validation Loss:  3.678e-01
Epoch: 172   	 Learning Rate: 3.13e-05 	Train Loss:  3.396e-01                     Validation Loss:  3.730e-01
Epoch: 173   	 Learning Rate: 3.13e-05 	Train Loss:  3.350e-01                     Validation Loss:  3.609e-01
Epoch: 174   	 Learning Rate: 3.13e-05 	Train Loss:  3.342e-01                     Validation Loss:  3.906e-01
Epoch: 175   	 Learning Rate: 3.13e-05 	Train Loss:  3.308e-01                     Validation Loss:  3.861e-01
Epoch: 176   	 Learning Rate: 3.13e-05 	Train Loss:  3.350e-01                     Validation Loss:  3.698e-01
Epoch: 177   	 Learning Rate: 3.13e-05 	Train Loss:  3.286e-01                     Validation Loss:  3.369e-01
Epoch: 178   	 Learning Rate: 3.13e-05 	Train Loss:  3.261e-01                     Validation Loss:  3.409e-01
Epoch: 179   	 Learning Rate: 1.56e-05 	Train Loss:  3.282e-01                     Validation Loss:  3.974e-01
Epoch: 180   	 Learning Rate: 1.56e-05 	Train Loss:  3.180e-01                     Validation Loss:  3.218e-01
Epoch: 181   	 Learning Rate: 1.56e-05 	Train Loss:  3.167e-01                     Validation Loss:  3.904e-01
Epoch: 182   	 Learning Rate: 1.56e-05 	Train Loss:  3.161e-01                     Validation Loss:  3.107e-01
Epoch: 183   	 Learning Rate: 1.56e-05 	Train Loss:  3.144e-01                     Validation Loss:  3.091e-01
Epoch: 184   	 Learning Rate: 1.56e-05 	Train Loss:  3.134e-01                     Validation Loss:  3.134e-01
Epoch: 185   	 Learning Rate: 1.56e-05 	Train Loss:  3.130e-01                     Validation Loss:  3.134e-01
Epoch: 186   	 Learning Rate: 1.56e-05 	Train Loss:  3.119e-01                     Validation Loss:  3.130e-01
Epoch: 187   	 Learning Rate: 1.56e-05 	Train Loss:  3.124e-01                     Validation Loss:  3.352e-01
Epoch: 188   	 Learning Rate: 1.56e-05 	Train Loss:  3.122e-01                     Validation Loss:  3.329e-01
Epoch: 189   	 Learning Rate: 1.56e-05 	Train Loss:  3.133e-01                     Validation Loss:  3.356e-01
Epoch: 190   	 Learning Rate: 1.56e-05 	Train Loss:  3.096e-01                     Validation Loss:  3.486e-01
Epoch: 191   	 Learning Rate: 1.56e-05 	Train Loss:  3.093e-01                     Validation Loss:  3.273e-01
Epoch: 192   	 Learning Rate: 1.56e-05 	Train Loss:  3.129e-01                     Validation Loss:  3.120e-01
Epoch: 193   	 Learning Rate: 1.56e-05 	Train Loss:  3.082e-01                     Validation Loss:  3.228e-01
Epoch: 194   	 Learning Rate: 1.56e-05 	Train Loss:  3.103e-01                     Validation Loss:  3.217e-01
Epoch: 195   	 Learning Rate: 1.56e-05 	Train Loss:  3.070e-01                     Validation Loss:  3.450e-01
Epoch: 196   	 Learning Rate: 1.56e-05 	Train Loss:  3.082e-01                     Validation Loss:  3.138e-01
Epoch: 197   	 Learning Rate: 1.56e-05 	Train Loss:  3.049e-01                     Validation Loss:  3.025e-01
Epoch: 198   	 Learning Rate: 1.56e-05 	Train Loss:  3.083e-01                     Validation Loss:  3.015e-01
Epoch: 199   	 Learning Rate: 1.56e-05 	Train Loss:  3.061e-01                     Validation Loss:  3.189e-01
Epoch: 200   	 Learning Rate: 1.56e-05 	Train Loss:  3.040e-01                     Validation Loss:  3.160e-01
Epoch: 201   	 Learning Rate: 1.56e-05 	Train Loss:  3.050e-01                     Validation Loss:  3.043e-01
Epoch: 202   	 Learning Rate: 1.56e-05 	Train Loss:  3.047e-01                     Validation Loss:  3.062e-01
Epoch: 203   	 Learning Rate: 1.56e-05 	Train Loss:  3.037e-01                     Validation Loss:  3.256e-01
Epoch: 204   	 Learning Rate: 1.56e-05 	Train Loss:  3.047e-01                     Validation Loss:  2.957e-01
Epoch: 205   	 Learning Rate: 1.56e-05 	Train Loss:  3.045e-01                     Validation Loss:  3.113e-01
Epoch: 206   	 Learning Rate: 1.56e-05 	Train Loss:  3.008e-01                     Validation Loss:  3.012e-01
Epoch: 207   	 Learning Rate: 1.56e-05 	Train Loss:  3.031e-01                     Validation Loss:  3.172e-01
Epoch: 208   	 Learning Rate: 1.56e-05 	Train Loss:  3.071e-01                     Validation Loss:  2.967e-01
Epoch: 209   	 Learning Rate: 7.81e-06 	Train Loss:  3.023e-01                     Validation Loss:  3.084e-01
Epoch: 210   	 Learning Rate: 7.81e-06 	Train Loss:  2.986e-01                     Validation Loss:  2.901e-01
Epoch: 211   	 Learning Rate: 7.81e-06 	Train Loss:  2.986e-01                     Validation Loss:  2.909e-01
Epoch: 212   	 Learning Rate: 7.81e-06 	Train Loss:  2.977e-01                     Validation Loss:  2.918e-01
Epoch: 213   	 Learning Rate: 7.81e-06 	Train Loss:  2.975e-01                     Validation Loss:  2.865e-01
Epoch: 214   	 Learning Rate: 7.81e-06 	Train Loss:  2.980e-01                     Validation Loss:  3.228e-01
Epoch: 215   	 Learning Rate: 7.81e-06 	Train Loss:  2.968e-01                     Validation Loss:  3.051e-01
Epoch: 216   	 Learning Rate: 7.81e-06 	Train Loss:  2.974e-01                     Validation Loss:  2.949e-01
Epoch: 217   	 Learning Rate: 7.81e-06 	Train Loss:  2.988e-01                     Validation Loss:  2.957e-01
Epoch: 218   	 Learning Rate: 7.81e-06 	Train Loss:  2.967e-01                     Validation Loss:  2.893e-01
Epoch: 219   	 Learning Rate: 7.81e-06 	Train Loss:  2.957e-01                     Validation Loss:  2.876e-01
Epoch: 220   	 Learning Rate: 7.81e-06 	Train Loss:  2.954e-01                     Validation Loss:  2.928e-01
Epoch: 221   	 Learning Rate: 7.81e-06 	Train Loss:  2.969e-01                     Validation Loss:  2.902e-01
Epoch: 222   	 Learning Rate: 7.81e-06 	Train Loss:  2.970e-01                     Validation Loss:  2.932e-01
Epoch: 223   	 Learning Rate: 7.81e-06 	Train Loss:  2.939e-01                     Validation Loss:  2.847e-01
Epoch: 224   	 Learning Rate: 7.81e-06 	Train Loss:  2.954e-01                     Validation Loss:  2.941e-01
Epoch: 225   	 Learning Rate: 7.81e-06 	Train Loss:  2.965e-01                     Validation Loss:  2.933e-01
Epoch: 226   	 Learning Rate: 7.81e-06 	Train Loss:  2.940e-01                     Validation Loss:  2.841e-01
Epoch: 227   	 Learning Rate: 7.81e-06 	Train Loss:  2.953e-01                     Validation Loss:  2.872e-01
Epoch: 228   	 Learning Rate: 7.81e-06 	Train Loss:  2.958e-01                     Validation Loss:  2.859e-01
Epoch: 229   	 Learning Rate: 7.81e-06 	Train Loss:  2.948e-01                     Validation Loss:  3.146e-01
Epoch: 230   	 Learning Rate: 7.81e-06 	Train Loss:  2.919e-01                     Validation Loss:  2.875e-01
Epoch: 231   	 Learning Rate: 7.81e-06 	Train Loss:  2.929e-01                     Validation Loss:  2.825e-01
Epoch: 232   	 Learning Rate: 7.81e-06 	Train Loss:  2.909e-01                     Validation Loss:  2.887e-01
Epoch: 233   	 Learning Rate: 7.81e-06 	Train Loss:  2.942e-01                     Validation Loss:  2.955e-01
Epoch: 234   	 Learning Rate: 7.81e-06 	Train Loss:  2.932e-01                     Validation Loss:  2.976e-01
Epoch: 235   	 Learning Rate: 7.81e-06 	Train Loss:  2.911e-01                     Validation Loss:  2.908e-01
Epoch: 236   	 Learning Rate: 7.81e-06 	Train Loss:  2.907e-01                     Validation Loss:  2.930e-01
Epoch: 237   	 Learning Rate: 7.81e-06 	Train Loss:  2.921e-01                     Validation Loss:  2.898e-01
Epoch: 238   	 Learning Rate: 7.81e-06 	Train Loss:  2.914e-01                     Validation Loss:  2.868e-01
Epoch: 239   	 Learning Rate: 3.91e-06 	Train Loss:  2.935e-01                     Validation Loss:  2.840e-01
Epoch: 240   	 Learning Rate: 3.91e-06 	Train Loss:  2.898e-01                     Validation Loss:  2.823e-01
Epoch: 241   	 Learning Rate: 3.91e-06 	Train Loss:  2.903e-01                     Validation Loss:  2.853e-01
Epoch: 242   	 Learning Rate: 3.91e-06 	Train Loss:  2.902e-01                     Validation Loss:  2.795e-01
Epoch: 243   	 Learning Rate: 3.91e-06 	Train Loss:  2.885e-01                     Validation Loss:  2.788e-01
